ID,NAME,X,Y,
05BJ004,ELBOW RIVER AT BRAGG CREEK,-114.569862,50.94850
05BJ010,ELBOW RIVER AT SARCEE BRIDGE,-114.169891,50.9935
05BJ001,ELBOW RIVER BELOW GLENMORE DAM,-114.093201,51.012791
